pekerjaan,tujuan_pinjaman,agunan,tipe_agunan,status_agunan_terburuk,kondisi_agunan,asuransi_agunan,status_lunas_agunan,jumlah_agunan,nilai_agunan,tenor,usia_agunan,agunan_dibanyak_pinjaman,merk_aset,kesediaan_untuk_digadaikan,jenis_asset_bergerak_atau_tidak,aset_maya,riwayat_agunan_sebelumnya,kemudahan_dijual_kembali,kenaikan_nilai_property_agunan,status_kepemilikan_asset,surat_berharga,cluster,cluster_label
Pemilik/Owner/Self-emplyment,Bisnis/Usaha,Kendaraan,Berwujud,0.0,Meragukan,True,Lunas,5.0,4312147.0,43,3,Ya,Merk_C,Ya,Tidak,2.0,Tidak Pernah,Sangat Kuat,2.0,Non-Pribadi,1.0,1.0,layak
Pensiunan,Tempat Tinggal,Piutang Usaha,Tak berwujud,0.0,Kuat,True,Belum Lunas,9.0,49985016.0,66,18,Ya,Merk_G,Tidak,Ya,0.0,Tidak Pernah,Meragukan,19.0,Non-Pribadi,1.0,0.0,tidak layak
TNI/Polri,Gaya Hidup,Asuransi Jiwa,Tak berwujud,0.0,Sangat Lemah,True,Lunas,9.0,765907267.0,18,2,Tidak,Merk_E,Tidak,Tidak,1.0,Tidak Pernah,Sangat Kuat,6.0,Non-Pribadi,1.0,1.0,layak
Tidak_Bekerja,Gaya Hidup,Surat Berharga,Tak berwujud,0.0,Kuat,False,Lunas,9.0,72445039.0,21,5,Tidak,Merk_D,Ya,Tidak,2.0,Tidak Pernah,Sangat Kuat,8.0,Non-Pribadi,1.0,1.0,layak
Driver/Pengemudi/Supir/Kurir,Pendidikan,Bangunan,Berwujud,0.0,Meragukan,False,Belum Lunas,2.0,569617.0,21,1,Ya,Merk_H,Ya,Ya,1.0,Pernah,Lemah,5.0,Pribadi,1.0,1.0,layak
Pelajar,Gaya Hidup,Kendaraan,Berwujud,0.0,Resiko Tinggi,False,Belum Lunas,7.0,7890590.0,9,2,Tidak,Merk_E,Tidak,Tidak,-1.0,Pernah,Resiko Tinggi,0.0,Non-Pribadi,1.0,1.0,layak
Pengacara/Konsultan_Hukum/Pejabat_di_Pengadilan,Gaya Hidup,Tanah,Berwujud,0.0,Sangat Lemah,False,Belum Lunas,4.0,971573.0,16,1,Tidak,Merk_D,Tidak,Tidak,1.0,Tidak Pernah,Resiko Tinggi,15.0,Pribadi,1.0,1.0,layak
Professional/Agen/Mitra,Gaya Hidup,Rekening Tabungan dan Deposito,Berwujud,0.0,Cukup,True,Lunas,10.0,19179651.0,23,5,Tidak,Merk_E,Ya,Tidak,0.0,Tidak Pernah,Sangat Kuat,15.0,Non-Pribadi,1.0,1.0,layak
Professional/Agen/Mitra,Tempat Tinggal,Asuransi Jiwa,Tak berwujud,0.0,Sangat Lemah,True,Lunas,8.0,348252.0,69,18,Tidak,Merk_F,Tidak,Ya,-1.0,Tidak Pernah,Lemah,9.0,Non-Pribadi,1.0,0.0,tidak layak
Staf_penjualan_dan_pemasaran,Bisnis/Usaha,Rumah,Berwujud,0.0,Meragukan,True,Belum Lunas,4.0,21296.0,40,2,Tidak,Merk_C,Tidak,Tidak,1.0,Tidak Pernah,Sangat Lemah,2.0,Non-Pribadi,1.0,1.0,layak
Tidak_Bekerja,Kesehatan,Rumah,Berwujud,0.0,Sangat Kuat,False,Belum Lunas,4.0,92823413.0,15,2,Ya,Merk_K,Ya,Ya,0.0,Tidak Pernah,Cukup,13.0,Non-Pribadi,1.0,1.0,layak
Direktur_Utama_/_Presiden_Komisaris,Pendidikan,Tanah,Berwujud,0.0,Sangat Kuat,False,Lunas,6.0,37559245.0,34,2,Tidak,Merk_H,Ya,Ya,1.0,Pernah,Cukup,14.0,Pribadi,1.0,1.0,layak
Wartawan/Reporter/Jurnalis/Editor,Pendidikan,Rekening Tabungan dan Deposito,Berwujud,0.0,Sangat Lemah,True,Lunas,7.0,66453478.0,44,3,Ya,Merk_I,Tidak,Tidak,0.0,Tidak Pernah,Resiko Tinggi,9.0,Non-Pribadi,1.0,1.0,layak
"Anggota_Parlemen_(DPRD,_DPD,_MPR)",Gaya Hidup,Hak Kekayaan Intelektual,Tak berwujud,0.0,Kuat,False,Lunas,1.0,472392507.0,14,2,Ya,Merk_D,Ya,Ya,2.0,Tidak Pernah,Sangat Lemah,4.0,Non-Pribadi,1.0,1.0,layak
Wiraswasta,Bisnis/Usaha,Rumah,Berwujud,0.0,Meragukan,False,Lunas,3.0,929256215.0,48,6,Ya,Merk_C,Tidak,Tidak,-1.0,Pernah,Cukup,3.0,Pribadi,1.0,1.0,layak
Wiraswasta,Kesehatan,Tanah,Berwujud,0.0,Lemah,True,Belum Lunas,4.0,7071088.0,6,2,Ya,Merk_K,Tidak,Ya,-1.0,Tidak Pernah,Sangat Lemah,19.0,Non-Pribadi,1.0,1.0,layak
Direktur_/_Komisaris,Gaya Hidup,Rekening Tabungan dan Deposito,Berwujud,0.0,Resiko Tinggi,True,Lunas,3.0,2094765.0,17,2,Ya,Merk_D,Tidak,Ya,1.0,Tidak Pernah,Lemah,8.0,Non-Pribadi,1.0,1.0,layak
Tidak_Bekerja,Bisnis/Usaha,Kendaraan,Berwujud,0.0,Kuat,True,Lunas,7.0,2341223.0,25,4,Ya,Merk_A,Tidak,Ya,-1.0,Pernah,Lemah,16.0,Pribadi,1.0,1.0,layak
Ibu_Rumah_Tangga,Gaya Hidup,Asuransi Jiwa,Tak berwujud,0.0,Meragukan,False,Belum Lunas,3.0,97278528.0,24,2,Tidak,Merk_D,Tidak,Tidak,0.0,Pernah,Sangat Kuat,16.0,Non-Pribadi,1.0,1.0,layak
Kru_Kapal/Pesawat,Kesehatan,Asuransi Jiwa,Tak berwujud,0.0,Meragukan,False,Belum Lunas,7.0,157844088.0,13,2,Ya,Merk_J,Tidak,Tidak,0.0,Tidak Pernah,Cukup,3.0,Pribadi,1.0,1.0,layak
Supervisor/asisten_manager,Tempat Tinggal,Piutang Usaha,Tak berwujud,0.0,Sangat Kuat,True,Lunas,6.0,9476910.0,49,18,Ya,Merk_F,Tidak,Tidak,0.0,Tidak Pernah,Resiko Tinggi,15.0,Non-Pribadi,1.0,1.0,layak
Karyawan_Tetap,Tempat Tinggal,Rumah,Berwujud,0.0,Meragukan,True,Belum Lunas,3.0,9325272.0,40,6,Ya,Merk_G,Tidak,Ya,-1.0,Pernah,Lemah,17.0,Pribadi,1.0,1.0,layak
Karyawan_Kontrak,Bisnis/Usaha,Rekening Tabungan dan Deposito,Berwujud,0.0,Resiko Tinggi,False,Belum Lunas,9.0,9735878.0,57,10,Ya,Merk_B,Tidak,Ya,2.0,Tidak Pernah,Cukup,6.0,Pribadi,1.0,0.0,tidak layak
Staf_Lainnya,Gaya Hidup,Tanah,Berwujud,0.0,Lemah,True,Belum Lunas,9.0,119454.0,8,2,Tidak,Merk_D,Ya,Tidak,1.0,Tidak Pernah,Sangat Lemah,18.0,Non-Pribadi,1.0,1.0,layak
Staf_bagian_penagihan_kredit_di_bank,Bisnis/Usaha,Surat Berharga,Tak berwujud,0.0,Cukup,False,Belum Lunas,5.0,178888522.0,28,9,Tidak,Merk_A,Tidak,Tidak,-1.0,Tidak Pernah,Kuat,18.0,Non-Pribadi,1.0,1.0,layak
Tidak_Bekerja,Bisnis/Usaha,Bangunan,Berwujud,0.0,Resiko Tinggi,False,Lunas,7.0,725955.0,33,7,Tidak,Merk_B,Ya,Tidak,0.0,Pernah,Kuat,20.0,Pribadi,1.0,1.0,layak
Pelajar,Gaya Hidup,Hak Kekayaan Intelektual,Tak berwujud,0.0,Lemah,False,Lunas,8.0,299458406.0,19,2,Ya,Merk_D,Tidak,Ya,-1.0,Tidak Pernah,Meragukan,15.0,Pribadi,1.0,1.0,layak
Staf_Lainnya,Tempat Tinggal,Asuransi Jiwa,Tak berwujud,0.0,Meragukan,False,Belum Lunas,5.0,371955631.0,44,20,Ya,Merk_G,Tidak,Tidak,-1.0,Pernah,Kuat,18.0,Pribadi,1.0,1.0,layak
Staf_administrasi_resepsionanis_sekretaris,Gaya Hidup,Surat Berharga,Tak berwujud,0.0,Meragukan,True,Lunas,9.0,52111755.0,21,3,Ya,Merk_E,Tidak,Ya,1.0,Pernah,Sangat Lemah,6.0,Non-Pribadi,1.0,1.0,layak
Pemilik/Owner/Self-emplyment,Gaya Hidup,Rumah,Berwujud,0.0,Resiko Tinggi,False,Belum Lunas,9.0,70426965.0,21,2,Tidak,Merk_D,Tidak,Ya,1.0,Pernah,Sangat Lemah,5.0,Pribadi,1.0,1.0,layak
Kru_Kapal/Pesawat,Kesehatan,Hak Kekayaan Intelektual,Tak berwujud,0.0,Kuat,True,Lunas,10.0,7259549.0,8,2,Tidak,Merk_J,Ya,Ya,1.0,Pernah,Resiko Tinggi,18.0,Pribadi,1.0,1.0,layak
Driver/Pengemudi/Supir/Kurir,Kesehatan,Surat Berharga,Tak berwujud,0.0,Kuat,True,Lunas,2.0,461403324.0,17,2,Tidak,Merk_K,Tidak,Ya,-1.0,Pernah,Sangat Kuat,12.0,Pribadi,1.0,1.0,layak
Staf_administrasi_resepsionanis_sekretaris,Tempat Tinggal,Piutang Usaha,Tak berwujud,0.0,Lemah,False,Belum Lunas,7.0,768825.0,87,11,Ya,Merk_F,Ya,Tidak,-1.0,Tidak Pernah,Meragukan,10.0,Pribadi,1.0,0.0,tidak layak
Sales/_agen_penjualan_/_pemasaran,Tempat Tinggal,Asuransi Jiwa,Tak berwujud,0.0,Lemah,False,Lunas,4.0,42430003.0,104,7,Ya,Merk_F,Tidak,Tidak,2.0,Pernah,Resiko Tinggi,16.0,Non-Pribadi,1.0,0.0,tidak layak
"Anggota_Parlemen_(DPRD,_DPD,_MPR)",Pendidikan,Tanah,Berwujud,0.0,Sangat Kuat,False,Lunas,8.0,49723628.0,39,1,Tidak,Merk_I,Ya,Tidak,2.0,Tidak Pernah,Cukup,0.0,Non-Pribadi,1.0,1.0,layak
Staf_administrasi_resepsionanis_sekretaris,Bisnis/Usaha,Mesin dan Peralatan,Berwujud,0.0,Sangat Kuat,True,Lunas,9.0,4553918.0,20,2,Tidak,Merk_C,Tidak,Ya,0.0,Tidak Pernah,Meragukan,17.0,Pribadi,1.0,1.0,layak
Akuntan/Akuntan_Publik/Auditor,Tempat Tinggal,Asuransi Jiwa,Tak berwujud,0.0,Kuat,True,Lunas,8.0,467474880.0,32,11,Ya,Merk_F,Ya,Ya,2.0,Pernah,Sangat Kuat,19.0,Non-Pribadi,1.0,1.0,layak
"Anggota_Parlemen_(DPRD,_DPD,_MPR)",Gaya Hidup,Rumah,Berwujud,0.0,Sangat Lemah,True,Belum Lunas,10.0,79720353.0,16,1,Tidak,Merk_D,Tidak,Tidak,1.0,Tidak Pernah,Sangat Kuat,9.0,Non-Pribadi,1.0,1.0,layak
Staf_bagian_penagihan_kredit_di_bank,Tempat Tinggal,Surat Berharga,Tak berwujud,0.0,Sangat Kuat,False,Belum Lunas,9.0,21246.0,74,9,Ya,Merk_G,Tidak,Ya,-1.0,Pernah,Sangat Lemah,9.0,Non-Pribadi,1.0,0.0,tidak layak
Pengacara/Konsultan_Hukum/Pejabat_di_Pengadilan,Tempat Tinggal,Hak Kekayaan Intelektual,Tak berwujud,0.0,Kuat,False,Lunas,6.0,37331037.0,88,6,Ya,Merk_G,Ya,Ya,2.0,Tidak Pernah,Kuat,0.0,Non-Pribadi,1.0,0.0,tidak layak
Pegawai_Toko,Gaya Hidup,Piutang Usaha,Tak berwujud,0.0,Kuat,False,Lunas,8.0,390644.0,13,2,Tidak,Merk_E,Tidak,Tidak,1.0,Tidak Pernah,Sangat Lemah,4.0,Pribadi,1.0,1.0,layak
Pegawai_Negeri_Sipil,Tempat Tinggal,Kendaraan,Berwujud,0.0,Resiko Tinggi,False,Lunas,3.0,218428.0,96,5,Ya,Merk_G,Tidak,Tidak,-1.0,Tidak Pernah,Meragukan,11.0,Pribadi,1.0,0.0,tidak layak
Staf_administrasi_resepsionanis_sekretaris,Gaya Hidup,Rekening Tabungan dan Deposito,Berwujud,0.0,Resiko Tinggi,True,Lunas,5.0,9460141.0,14,5,Ya,Merk_D,Tidak,Tidak,1.0,Pernah,Kuat,1.0,Pribadi,1.0,1.0,layak
Konsultan/Kontraktor/Arsitek,Tempat Tinggal,Hak Kekayaan Intelektual,Tak berwujud,0.0,Lemah,True,Lunas,6.0,70575309.0,101,19,Tidak,Merk_F,Tidak,Tidak,2.0,Tidak Pernah,Cukup,6.0,Non-Pribadi,1.0,0.0,tidak layak
Pelajar,Tempat Tinggal,Hak Kekayaan Intelektual,Tak berwujud,0.0,Cukup,False,Lunas,9.0,212654.0,68,10,Tidak,Merk_G,Tidak,Tidak,-1.0,Tidak Pernah,Sangat Lemah,5.0,Non-Pribadi,1.0,0.0,tidak layak
Notaris,Tempat Tinggal,Kendaraan,Berwujud,0.0,Sangat Lemah,False,Lunas,1.0,5572803.0,62,16,Ya,Merk_F,Ya,Tidak,-1.0,Tidak Pernah,Cukup,9.0,Pribadi,1.0,0.0,tidak layak
Karyawan_Kontrak,Bisnis/Usaha,Kendaraan,Berwujud,0.0,Resiko Tinggi,False,Belum Lunas,7.0,66135742.0,55,3,Ya,Merk_C,Tidak,Tidak,1.0,Pernah,Resiko Tinggi,18.0,Non-Pribadi,1.0,0.0,tidak layak
Direktur_/_Komisaris,Tempat Tinggal,Mesin dan Peralatan,Berwujud,0.0,Kuat,False,Belum Lunas,6.0,52614701.0,109,5,Ya,Merk_G,Ya,Tidak,2.0,Pernah,Sangat Lemah,5.0,Non-Pribadi,1.0,0.0,tidak layak
Manager/eksekutif,Gaya Hidup,Rumah,Berwujud,0.0,Resiko Tinggi,True,Lunas,5.0,24940626.0,15,5,Tidak,Merk_E,Tidak,Ya,0.0,Tidak Pernah,Kuat,5.0,Non-Pribadi,1.0,1.0,layak
Staf_penjualan_dan_pemasaran,Kesehatan,Rumah,Berwujud,0.0,Meragukan,True,Belum Lunas,9.0,401542607.0,6,2,Tidak,Merk_J,Tidak,Ya,2.0,Tidak Pernah,Sangat Kuat,20.0,Pribadi,1.0,1.0,layak
Ibu_Rumah_Tangga,Pendidikan,Asuransi Jiwa,Tak berwujud,0.0,Lemah,True,Belum Lunas,10.0,53547149.0,40,3,Tidak,Merk_H,Tidak,Tidak,-1.0,Tidak Pernah,Meragukan,20.0,Pribadi,1.0,1.0,layak
Professional/Agen/Mitra,Pendidikan,Hak Kekayaan Intelektual,Tak berwujud,0.0,Sangat Kuat,True,Lunas,4.0,423208852.0,24,3,Tidak,Merk_I,Ya,Tidak,0.0,Pernah,Cukup,17.0,Pribadi,1.0,1.0,layak
Karyawan_Tetap,Gaya Hidup,Hak Kekayaan Intelektual,Tak berwujud,0.0,Cukup,False,Belum Lunas,5.0,66383531.0,8,4,Ya,Merk_D,Ya,Tidak,0.0,Tidak Pernah,Resiko Tinggi,5.0,Pribadi,1.0,1.0,layak
Supervisor/asisten_manager,Bisnis/Usaha,Rumah,Berwujud,0.0,Meragukan,True,Belum Lunas,2.0,53781838.0,31,2,Ya,Merk_A,Ya,Tidak,-1.0,Pernah,Resiko Tinggi,16.0,Non-Pribadi,1.0,1.0,layak
Pengacara/Konsultan_Hukum/Pejabat_di_Pengadilan,Tempat Tinggal,Tanah,Berwujud,0.0,Sangat Kuat,False,Belum Lunas,7.0,6044415.0,81,8,Ya,Merk_F,Tidak,Tidak,2.0,Pernah,Resiko Tinggi,16.0,Non-Pribadi,1.0,0.0,tidak layak
Pekerjaan_Bangunan/Pabrik/Tambang/Operator_Mesin/Teknisi/Montir,Bisnis/Usaha,Kendaraan,Berwujud,0.0,Cukup,True,Lunas,8.0,18649283.0,40,10,Ya,Merk_B,Tidak,Ya,-1.0,Pernah,Sangat Lemah,11.0,Non-Pribadi,1.0,1.0,layak
Wartawan/Reporter/Jurnalis/Editor,Pendidikan,Mesin dan Peralatan,Berwujud,0.0,Sangat Lemah,True,Belum Lunas,7.0,215039.0,26,3,Tidak,Merk_H,Ya,Tidak,2.0,Tidak Pernah,Sangat Lemah,8.0,Non-Pribadi,1.0,1.0,layak
Direktur_/_Komisaris,Bisnis/Usaha,Mesin dan Peralatan,Berwujud,0.0,Meragukan,False,Lunas,6.0,659774231.0,57,6,Tidak,Merk_C,Tidak,Ya,2.0,Tidak Pernah,Sangat Kuat,0.0,Non-Pribadi,1.0,0.0,tidak layak
Wartawan/Reporter/Jurnalis/Editor,Gaya Hidup,Kendaraan,Berwujud,0.0,Sangat Lemah,False,Belum Lunas,7.0,1397342.0,20,5,Ya,Merk_D,Tidak,Tidak,0.0,Pernah,Resiko Tinggi,8.0,Pribadi,1.0,1.0,layak
Notaris,Tempat Tinggal,Asuransi Jiwa,Tak berwujud,0.0,Sangat Lemah,False,Lunas,9.0,3420718.0,33,20,Ya,Merk_F,Tidak,Tidak,1.0,Tidak Pernah,Meragukan,13.0,Non-Pribadi,1.0,1.0,layak
Tidak_Bekerja,Pendidikan,Rekening Tabungan dan Deposito,Berwujud,0.0,Lemah,True,Belum Lunas,4.0,383624205.0,19,1,Ya,Merk_H,Ya,Tidak,2.0,Tidak Pernah,Sangat Kuat,2.0,Pribadi,1.0,1.0,layak
Aktor/Publik_Figur/Musisi,Bisnis/Usaha,Tanah,Berwujud,0.0,Cukup,False,Belum Lunas,7.0,79138443.0,31,7,Ya,Merk_C,Tidak,Ya,0.0,Tidak Pernah,Sangat Lemah,6.0,Non-Pribadi,1.0,1.0,layak
Staf_Lainnya,Kesehatan,Asuransi Jiwa,Tak berwujud,0.0,Resiko Tinggi,True,Lunas,8.0,15344443.0,6,2,Tidak,Merk_J,Tidak,Tidak,2.0,Tidak Pernah,Kuat,8.0,Non-Pribadi,1.0,1.0,layak
Supervisor/asisten_manager,Pendidikan,Rumah,Berwujud,0.0,Cukup,False,Belum Lunas,8.0,38849112.0,46,3,Tidak,Merk_H,Tidak,Ya,2.0,Pernah,Meragukan,13.0,Pribadi,1.0,1.0,layak
Pegawai_Toko,Gaya Hidup,Hak Kekayaan Intelektual,Tak berwujud,0.0,Sangat Lemah,True,Lunas,5.0,21641699.0,15,3,Ya,Merk_E,Tidak,Tidak,-1.0,Tidak Pernah,Meragukan,3.0,Non-Pribadi,1.0,1.0,layak
Staf_penjualan_dan_pemasaran,Kesehatan,Rumah,Berwujud,0.0,Kuat,True,Belum Lunas,1.0,45984375.0,18,1,Tidak,Merk_J,Ya,Tidak,1.0,Pernah,Lemah,6.0,Non-Pribadi,1.0,1.0,layak
Pensiunan,Tempat Tinggal,Surat Berharga,Tak berwujud,0.0,Sangat Lemah,False,Belum Lunas,7.0,75897963.0,68,15,Ya,Merk_F,Tidak,Tidak,-1.0,Pernah,Kuat,20.0,Non-Pribadi,1.0,0.0,tidak layak
Supervisor/asisten_manager,Bisnis/Usaha,Mesin dan Peralatan,Berwujud,0.0,Kuat,False,Belum Lunas,4.0,837306.0,50,3,Ya,Merk_B,Tidak,Ya,2.0,Tidak Pernah,Cukup,12.0,Non-Pribadi,1.0,1.0,layak
TNI/Polri,Pendidikan,Surat Berharga,Tak berwujud,0.0,Resiko Tinggi,True,Belum Lunas,10.0,88265.0,26,3,Tidak,Merk_H,Ya,Ya,0.0,Tidak Pernah,Lemah,1.0,Pribadi,1.0,1.0,layak
Pekerjaan_Profesional_Lainnya,Gaya Hidup,Hak Kekayaan Intelektual,Tak berwujud,0.0,Resiko Tinggi,False,Belum Lunas,5.0,9937344.0,13,3,Tidak,Merk_D,Tidak,Ya,1.0,Tidak Pernah,Resiko Tinggi,0.0,Non-Pribadi,1.0,1.0,layak
Pengacara/Konsultan_Hukum/Pejabat_di_Pengadilan,Tempat Tinggal,Hak Kekayaan Intelektual,Tak berwujud,0.0,Resiko Tinggi,False,Belum Lunas,1.0,990565497.0,70,16,Tidak,Merk_F,Ya,Ya,0.0,Tidak Pernah,Sangat Kuat,7.0,Non-Pribadi,1.0,0.0,tidak layak
Karyawan_Kontrak,Pendidikan,Surat Berharga,Tak berwujud,0.0,Meragukan,False,Belum Lunas,5.0,5112313.0,46,2,Tidak,Merk_H,Ya,Tidak,-1.0,Pernah,Meragukan,1.0,Non-Pribadi,1.0,1.0,layak
Kru_Kapal/Pesawat,Kesehatan,Piutang Usaha,Tak berwujud,0.0,Lemah,False,Belum Lunas,5.0,2201449.0,13,2,Ya,Merk_J,Ya,Tidak,1.0,Pernah,Kuat,19.0,Pribadi,1.0,1.0,layak
Sales/_agen_penjualan_/_pemasaran,Kesehatan,Piutang Usaha,Tak berwujud,0.0,Meragukan,True,Lunas,2.0,5311391.0,20,1,Ya,Merk_K,Tidak,Ya,0.0,Pernah,Kuat,0.0,Non-Pribadi,1.0,1.0,layak
Staf_Lainnya,Bisnis/Usaha,Piutang Usaha,Tak berwujud,0.0,Resiko Tinggi,False,Belum Lunas,10.0,56809888.0,17,7,Ya,Merk_C,Tidak,Tidak,0.0,Tidak Pernah,Lemah,11.0,Pribadi,1.0,1.0,layak
Pemilik/Owner/Self-emplyment,Tempat Tinggal,Bangunan,Berwujud,0.0,Kuat,True,Lunas,4.0,648114685.0,25,18,Tidak,Merk_G,Ya,Tidak,0.0,Tidak Pernah,Resiko Tinggi,14.0,Non-Pribadi,1.0,1.0,layak
Pemilik/Owner/Self-emplyment,Pendidikan,Mesin dan Peralatan,Berwujud,0.0,Sangat Kuat,True,Belum Lunas,7.0,804194.0,37,2,Tidak,Merk_I,Tidak,Ya,2.0,Pernah,Resiko Tinggi,8.0,Non-Pribadi,1.0,1.0,layak
Staf_administrasi_resepsionanis_sekretaris,Kesehatan,Rumah,Berwujud,0.0,Cukup,True,Lunas,6.0,287518.0,23,2,Ya,Merk_K,Ya,Ya,2.0,Pernah,Sangat Lemah,15.0,Pribadi,1.0,1.0,layak
Pegawai_Toko,Tempat Tinggal,Asuransi Jiwa,Tak berwujud,0.0,Resiko Tinggi,False,Belum Lunas,7.0,635678115.0,95,18,Tidak,Merk_G,Tidak,Tidak,0.0,Pernah,Kuat,11.0,Pribadi,1.0,0.0,tidak layak
Dokter,Tempat Tinggal,Tanah,Berwujud,0.0,Sangat Lemah,False,Belum Lunas,6.0,46309497.0,63,9,Tidak,Merk_F,Tidak,Ya,0.0,Tidak Pernah,Cukup,7.0,Non-Pribadi,1.0,0.0,tidak layak
Manager/eksekutif,Kesehatan,Surat Berharga,Tak berwujud,0.0,Lemah,False,Belum Lunas,9.0,69587082.0,19,2,Ya,Merk_J,Ya,Tidak,-1.0,Tidak Pernah,Resiko Tinggi,3.0,Non-Pribadi,1.0,1.0,layak
Petugas_Kebersihan,Kesehatan,Mesin dan Peralatan,Berwujud,0.0,Meragukan,True,Belum Lunas,10.0,51872499.0,21,1,Ya,Merk_K,Tidak,Ya,-1.0,Tidak Pernah,Resiko Tinggi,2.0,Pribadi,1.0,1.0,layak
Staf_bagian_penagihan_kredit_di_bank,Gaya Hidup,Rumah,Berwujud,0.0,Resiko Tinggi,False,Belum Lunas,3.0,33868507.0,6,1,Ya,Merk_D,Ya,Ya,-1.0,Tidak Pernah,Resiko Tinggi,16.0,Pribadi,1.0,1.0,layak
Staf_bagian_penagihan_kredit_di_bank,Kesehatan,Mesin dan Peralatan,Berwujud,0.0,Meragukan,True,Lunas,10.0,10896112.0,6,2,Ya,Merk_J,Tidak,Tidak,2.0,Tidak Pernah,Cukup,12.0,Pribadi,1.0,1.0,layak
TNI/Polri,Pendidikan,Rekening Tabungan dan Deposito,Berwujud,0.0,Meragukan,False,Lunas,9.0,79537494.0,17,2,Ya,Merk_I,Ya,Ya,1.0,Tidak Pernah,Resiko Tinggi,16.0,Non-Pribadi,1.0,1.0,layak
Kru_Kapal/Pesawat,Gaya Hidup,Piutang Usaha,Tak berwujud,0.0,Sangat Lemah,True,Belum Lunas,7.0,62328151.0,18,5,Ya,Merk_D,Ya,Ya,2.0,Pernah,Sangat Kuat,7.0,Pribadi,1.0,1.0,layak
Wartawan/Reporter/Jurnalis/Editor,Kesehatan,Asuransi Jiwa,Tak berwujud,0.0,Lemah,False,Belum Lunas,1.0,6020565.0,7,1,Ya,Merk_K,Tidak,Tidak,-1.0,Pernah,Meragukan,8.0,Non-Pribadi,1.0,1.0,layak
Driver/Pengemudi/Supir/Kurir,Tempat Tinggal,Rekening Tabungan dan Deposito,Berwujud,0.0,Cukup,False,Lunas,6.0,43512547.0,85,10,Tidak,Merk_F,Ya,Ya,2.0,Tidak Pernah,Lemah,12.0,Non-Pribadi,1.0,0.0,tidak layak
Pekerjaan_Profesional_Lainnya,Bisnis/Usaha,Rekening Tabungan dan Deposito,Berwujud,0.0,Lemah,False,Lunas,7.0,180222068.0,60,3,Tidak,Merk_C,Tidak,Tidak,-1.0,Tidak Pernah,Kuat,19.0,Non-Pribadi,1.0,0.0,tidak layak
Wiraswasta,Kesehatan,Bangunan,Berwujud,0.0,Meragukan,True,Belum Lunas,3.0,724480.0,8,2,Ya,Merk_J,Tidak,Ya,2.0,Tidak Pernah,Resiko Tinggi,15.0,Pribadi,1.0,1.0,layak
Ibu_Rumah_Tangga,Pendidikan,Hak Kekayaan Intelektual,Tak berwujud,0.0,Sangat Kuat,False,Belum Lunas,8.0,7527051.0,28,2,Tidak,Merk_I,Tidak,Tidak,1.0,Tidak Pernah,Cukup,20.0,Non-Pribadi,1.0,1.0,layak
Pegawai_Negeri_Sipil,Bisnis/Usaha,Rumah,Berwujud,0.0,Sangat Lemah,False,Lunas,9.0,98950252.0,45,1,Ya,Merk_B,Tidak,Tidak,-1.0,Tidak Pernah,Meragukan,20.0,Pribadi,1.0,1.0,layak
Karyawan_Tetap,Tempat Tinggal,Asuransi Jiwa,Tak berwujud,0.0,Resiko Tinggi,True,Lunas,2.0,9298575.0,88,20,Ya,Merk_G,Tidak,Tidak,0.0,Tidak Pernah,Kuat,8.0,Non-Pribadi,1.0,0.0,tidak layak
Karyawan_Tetap,Gaya Hidup,Asuransi Jiwa,Tak berwujud,0.0,Meragukan,False,Belum Lunas,5.0,1623739.0,9,5,Tidak,Merk_D,Ya,Tidak,0.0,Tidak Pernah,Resiko Tinggi,14.0,Pribadi,1.0,1.0,layak
Petugas_Kebersihan,Bisnis/Usaha,Surat Berharga,Tak berwujud,0.0,Cukup,False,Belum Lunas,9.0,3709820.0,28,8,Tidak,Merk_C,Ya,Tidak,0.0,Tidak Pernah,Cukup,20.0,Pribadi,1.0,1.0,layak
Direktur_Utama_/_Presiden_Komisaris,Kesehatan,Hak Kekayaan Intelektual,Tak berwujud,0.0,Sangat Kuat,False,Lunas,3.0,99334916.0,9,2,Tidak,Merk_K,Tidak,Ya,2.0,Tidak Pernah,Lemah,15.0,Pribadi,1.0,1.0,layak
Pelajar,Pendidikan,Mesin dan Peralatan,Berwujud,0.0,Meragukan,True,Belum Lunas,8.0,59069222.0,23,1,Tidak,Merk_I,Ya,Ya,1.0,Tidak Pernah,Kuat,0.0,Pribadi,1.0,1.0,layak
Driver/Pengemudi/Supir/Kurir,Gaya Hidup,Tanah,Berwujud,0.0,Sangat Kuat,True,Lunas,7.0,74205507.0,24,5,Tidak,Merk_E,Tidak,Tidak,-1.0,Pernah,Resiko Tinggi,18.0,Pribadi,1.0,1.0,layak
Wartawan/Reporter/Jurnalis/Editor,Bisnis/Usaha,Asuransi Jiwa,Tak berwujud,0.0,Lemah,True,Lunas,7.0,1030788.0,27,9,Ya,Merk_C,Tidak,Tidak,1.0,Tidak Pernah,Lemah,16.0,Non-Pribadi,1.0,1.0,layak
Sales/_agen_penjualan_/_pemasaran,Kesehatan,Kendaraan,Berwujud,0.0,Sangat Lemah,True,Lunas,2.0,299419.0,19,2,Tidak,Merk_K,Tidak,Tidak,-1.0,Pernah,Lemah,18.0,Non-Pribadi,1.0,1.0,layak
